train_size_mb,train_time_sec,accuracy
191.66412353515625,106.11496591567993,0.7126082645007079
383.3282470703125,196.016827583313,0.7614705916071008
574.9923706054688,323.69963908195496,0.7921980774632145
766.656494140625,445.8329350948334,0.8141999174581702
958.3206176757812,557.0817234516144,0.8319965664891635
1149.9847412109375,687.9021863937378,0.8454440062594221
1341.6488647460938,796.8423085212708,0.8573645654803189
1533.31298828125,925.2497460842133,0.8671341648658408
1724.9771118164062,1069.5552027225494,0.8755724906423933
